,Prompt,Correct Object,GPT-reply,Status
587,"Rick Dipietro:(1981-09-19)::Charles Andrew Williams:X; X is
1) 1944-09-01
2) 1952-12-15
3) 1986-02-08
4) 1942-03-07",1986-02-08,3) 1986-02-08,True
588,"Charles Andrew Williams:(1986-02-08)::Robert Menendez:X; X is
1) 1943-02-22
2) 1972-03-17
3) 1954-01-01
4) 1968-11-18",1954-01-01,1) 1943-02-22,False
589,"Robert Menendez:(1954-01-01)::Mahmoud Abdul-Rauf:X; X is
1) 1969-03-09
2) 1940-09-20
3) 1936-02-25
4) 1962-12-24",1969-03-09,1) 1969-03-09,True
590,"Mahmoud Abdul-Rauf:(1969-03-09)::Robert M Gates:X; X is
1) 1943-11-12
2) 1943-09-25
3) 1954-08-23
4) 1930-04-03",1943-09-25,1) 1943-11-12,False
591,"Robert M Gates:(1943-09-25)::Glenn D Lowry:X; X is
1) 1954-09-28
2) 1944-08-12
3) 1898-04-09
4) 1960-06-12",1954-09-28,1) 1954-09-28,True
592,"Glenn D Lowry:(1954-09-28)::Julie L Gerberding:X; X is
1) 1931-10-24
2) 1931-02-06
3) 1955-08-22
4) 1956-05-07",1955-08-22,3) 1955-08-22,True
593,"Julie L Gerberding:(1955-08-22)::Edwin W Edwards:X; X is
1) 1678-03-04
2) 1927-08-07
3) 1961-05-03
4) 1968-11-18",1927-08-07,2) 1927-08-07,True
594,"Edwin W Edwards:(1927-08-07)::Nicholas H Politan:X; X is
1) 1935-01-01
2) 1958-04-10
3) 1923-05-27
4) 1907-09-04",1935-01-01,2) 1958-04-10,False
595,"Nicholas H Politan:(1935-01-01)::Tony Bennett:X; X is
1) 1931-05-27
2) 1946-09-15
3) 1926-08-03
4) 1915-06-05",1926-08-03,3) 1926-08-03,True
596,"Tony Bennett:(1926-08-03)::Kevin Bacon:X; X is
1) 1958-07-08
2) 1952-09-25
3) 1960-09-19
4) 1961-09-23",1958-07-08,1) 1958-07-08,True
597,"Kevin Bacon:(1958-07-08)::Anne Tyler:X; X is
1) 1938-06-16
2) 1925-02-02
3) 1944-01-01
4) 1941-10-25",1941-10-25,1) 1938-06-16,False
598,"Anne Tyler:(1941-10-25)::Tyler Perry:X; X is
1) 1954-10-26
2) 1924-03-06
3) 1969-09-13
4) 1889-11-16",1969-09-13,3) 1969-09-13,True
599,"Tyler Perry:(1969-09-13)::Anthony Lake:X; X is
1) 1836-10-18
2) 1913-01-09
3) 1939-04-02
4) 1936-06-25",1939-04-02,3) 1939-04-02,True
600,"Anthony Lake:(1939-04-02)::Ken Salazar:X; X is
1) 1963-03-18
2) 1971-05-20
3) 1941-06-05
4) 1955-03-02",1955-03-02,3) 1941-06-05,False
601,"Ken Salazar:(1955-03-02)::David Auburn:X; X is
1) 1969-11-30
2) 1969-05-27
3) 1969-01-19
4) 1954-10-17",1969-11-30,2) 1969-05-27,False
602,"David Auburn:(1969-11-30)::Mahmoud Abbas:X; X is
1) 1935-03-26
2) 1973-05-24
3) 1956-09-13
4) 1774-08-18",1935-03-26,1) 1935-03-26,True
603,"Mahmoud Abbas:(1935-03-26)::B J Habibie:X; X is
1) 1947-11-28
2) 1955-01-01
3) 1936-06-25
4) 1971-11-09",1936-06-25,3) 1936-06-25,True
604,"B J Habibie:(1936-06-25)::Art Spiegelman:X; X is
1) 1948-02-15
2) 1956-04-14
3) 1960-09-06
4) 1950-05-23",1948-02-15,1) 1948-02-15,True
605,"Art Spiegelman:(1948-02-15)::Susan Webber Wright:X; X is
1) 1939-04-02
2) 1944-04-16
3) 1947-05-10
4) 1948-01-01",1948-01-01,2) 1944-04-16,False
606,"Susan Webber Wright:(1948-01-01)::Kathryn Harrison:X; X is
1) 1975-06-25
2) 1774-08-18
3) 1972-10-16
4) 1961-03-20",1961-03-20,4) 1961-03-20,True
607,"Kathryn Harrison:(1961-03-20)::Thurgood Marshall:X; X is
1) 1956-07-26
2) 1985-12-08
3) 1908-07-02
4) 1953-03-02",1908-07-02,3) 1908-07-02,True
608,"Thurgood Marshall:(1908-07-02)::Bill Maher:X; X is
1) 1970-11-06
2) 1970-06-16
3) 1956-01-20
4) 1948-10-24",1956-01-20,4) 1948-10-24,False
609,"Bill Maher:(1956-01-20)::Jay Haas:X; X is
1) 1975-11-18
2) 1947-06-06
3) 1931-10-24
4) 1953-12-02",1953-12-02,2) 1947-06-06,False
610,"Jay Haas:(1953-12-02)::Kurt Cobain:X; X is
1) 1942-03-02
2) 1928-10-31
3) 1945-12-20
4) 1967-02-20",1967-02-20,4) 1967-02-20,True
611,"Kurt Cobain:(1967-02-20)::Ivana Trump:X; X is
1) 1955-08-04
2) 1958-08-30
3) 1947-12-07
4) 1949-02-20",1949-02-20,1) 1949-02-20,True
612,"Ivana Trump:(1949-02-20)::Paul Klebnikov:X; X is
1) 1917-11-20
2) 1963-06-03
3) 1944-02-20
4) 1928-03-31",1963-06-03,2) 1963-06-03,True
613,"Paul Klebnikov:(1963-06-03)::Kasey Keller:X; X is
1) 1951-12-08
2) 1969-11-29
3) 1928-03-31
4) 1946-02-24",1969-11-29,2) 1969-11-29,True
614,"Kasey Keller:(1969-11-29)::Paul E Patton:X; X is
1) 1953-06-02
2) 1947-06-06
3) 1937-05-26
4) 1945-08-12",1937-05-26,2) 1947-06-06,False
615,"Paul E Patton:(1937-05-26)::Peter Schickele:X; X is
1) 1975-07-27
2) 1564-01-01
3) 1949-07-29
4) 1935-07-17",1935-07-17,4) 1935-07-17,True
616,"Peter Schickele:(1935-07-17)::Sean Avery:X; X is
1) 1972-02-15
2) 1949-06-19
3) 1980-04-10
4) 1971-08-31",1980-04-10,1) 1972-02-15,False
617,"Sean Avery:(1980-04-10)::Theodore C Sorensen:X; X is
1) 1928-05-08
2) 1962-03-01
3) 1951-05-16
4) 1946-05-04",1928-05-08,1) 1928-05-08,True
618,"Theodore C Sorensen:(1928-05-08)::Stanley Crouch:X; X is
1) 1975-10-29
2) 1945-12-14
3) 1836-10-18
4) 1969-05-16",1945-12-14,2) 1945-12-14,True
619,"Stanley Crouch:(1945-12-14)::Heydar Aliyev:X; X is
1) 1932-08-11
2) 1923-05-10
3) 1964-09-02
4) 1937-06-04",1923-05-10,2) 1923-05-10,True
620,"Heydar Aliyev:(1923-05-10)::Eleanor Roosevelt:X; X is
1) 1884-10-11
2) 1969-04-15
3) 1956-08-04
4) 1955-07-26",1884-10-11,1) 1884-10-11,True
621,"Eleanor Roosevelt:(1884-10-11)::Lincoln Chafee:X; X is
1) 1953-03-26
2) 1946-10-08
3) 1962-10-19
4) 1931-10-20",1953-03-26,1) 1953-03-26,True
622,"Lincoln Chafee:(1953-03-26)::David Cay Johnston:X; X is
1) 1958-05-04
2) 1940-10-20
3) 1948-12-24
4) 1945-08-12",1948-12-24,2) 1940-10-20,False
623,"David Cay Johnston:(1948-12-24)::Richard Greenberg:X; X is
1) 1958-02-22
2) 1946-03-22
3) 1961-01-18
4) 1942-03-07",1958-02-22,2) 1946-03-22,False
624,"Richard Greenberg:(1958-02-22)::Christopher Walken:X; X is
1) 1960-06-12
2) 1949-09-26
3) 1943-03-31
4) 1936-03-11",1943-03-31,3) 1943-03-31,True
625,"Christopher Walken:(1943-03-31)::Bode Miller:X; X is
1) 1935-05-01
2) 1967-02-19
3) 1943-09-23
4) 1977-10-12",1977-10-12,2) 1967-02-19,False
626,"Bode Miller:(1977-10-12)::Frederick A O Jr Schwarz:X; X is
1) 1931-02-06
2) 1948-10-24
3) 1891-06-09
4) 1836-10-18",1836-10-18,2) 1948-10-24,False
627,"Frederick A O Jr Schwarz:(1836-10-18)::Dennis C Vacco:X; X is
1) 1942-09-16
2) 1952-08-16
3) 1953-12-09
4) 1942-02-12",1952-08-16,3) 1953-12-09,False
628,"Dennis C Vacco:(1952-08-16)::Edolphus Towns:X; X is
1) 1958-12-25
2) 1934-07-21
3) 1943-07-04
4) 1926-06-03",1934-07-21,2) 1934-07-21,True
629,"Edolphus Towns:(1934-07-21)::Buck Williams:X; X is
1) 1960-01-12
2) 1934-11-24
3) 1960-03-08
4) 1912-08-23",1960-03-08,3) 1960-03-08,True
630,"Buck Williams:(1960-03-08)::Giuseppe Verdi:X; X is
1) 1974-08-21
2) 1813-10-10
3) 1951-05-23
4) 1949-10-21",1813-10-10,2) 1813-10-10,True
631,"Giuseppe Verdi:(1813-10-10)::Guy Ritchie:X; X is
1) 1943-01-17
2) 1944-02-20
3) 1948-08-19
4) 1968-09-10",1968-09-10,4) 1968-09-10,True
632,"Guy Ritchie:(1968-09-10)::Neeme Jarvi:X; X is
1) 1956-01-01
2) 1949-09-19
3) 1937-06-07
4) 1928-03-31",1937-06-07,3) 1937-06-07,True
633,"Neeme Jarvi:(1937-06-07)::Sonny Rollins:X; X is
1) 1930-09-07
2) 1976-06-08
3) 1940-06-22
4) 1882-01-18",1930-09-07,1) 1930-09-07,True
634,"Sonny Rollins:(1930-09-07)::William H Webster:X; X is
1) 1924-03-06
2) 1966-10-09
3) 1954-10-26
4) 1939-07-15",1924-03-06,1) 1924-03-06,True
635,"William H Webster:(1924-03-06)::Evo Morales:X; X is
1) 1959-10-26
2) 1940-04-12
3) 1983-04-26
4) 1946-12-18",1959-10-26,1) 1959-10-26,True
636,"Evo Morales:(1959-10-26)::Jimmy Breslin:X; X is
1) 1969-11-30
2) 1930-10-17
3) 1952-12-23
4) 1946-12-21",1930-10-17,2) 1930-10-17,True
637,"Jimmy Breslin:(1930-10-17)::Robert Pinsky:X; X is
1) 1943-02-22
2) 1939-10-18
3) 1915-06-05
4) 1940-10-20",1940-10-20,1) 1943-02-22,False
638,"Robert Pinsky:(1940-10-20)::Donald L Evans:X; X is
1) 1951-02-11
2) 1946-07-26
3) 1917-09-07
4) 1919-10-22",1946-07-26,2) 1946-07-26,True
639,"Donald L Evans:(1946-07-26)::Eleanor Holmes Norton:X; X is
1) 1886-03-24
2) 1933-04-03
3) 1937-06-13
4) 1945-11-11",1937-06-13,2) 1933-04-03,False
640,"Eleanor Holmes Norton:(1937-06-13)::Fred Astaire:X; X is
1) 1922-07-25
2) 1955-05-26
3) 1964-01-26
4) 1899-05-10",1899-05-10,4) 1899-05-10,True
641,"Fred Astaire:(1899-05-10)::Kenneth L Lay:X; X is
1) 1941-04-15
2) 1936-08-11
3) 1942-04-15
4) 1911-09-02",1942-04-15,2) 1936-08-11,False
642,"Kenneth L Lay:(1942-04-15)::John Mortimer:X; X is
1) 1941-08-02
2) 1950-10-27
3) 1923-04-21
4) 1973-01-01",1923-04-21,3) 1923-04-21,True
643,"John Mortimer:(1923-04-21)::Menachem Mendel Schneerson:X; X is
1) 1941-10-09
2) 1962-10-23
3) 1902-04-05
4) 1981-01-03",1902-04-05,3) 1902-04-05,True
644,"Menachem Mendel Schneerson:(1902-04-05)::Michael R Milken:X; X is
1) 1929-03-04
2) 1939-10-06
3) 1979-03-13
4) 1946-07-04",1946-07-04,2) 1939-10-06,False
645,"Michael R Milken:(1946-07-04)::Richie Phillips:X; X is
1) 1972-10-16
2) 1920-10-31
3) 1940-01-01
4) 1971-08-31",1940-01-01,3) 1940-01-01,True
646,"Richie Phillips:(1940-01-01)::Georges Bizet:X; X is
1) 1961-07-23
2) 1838-10-25
3) 1941-05-23
4) 1959-04-25",1838-10-25,2) 1838-10-25,True
647,"Georges Bizet:(1838-10-25)::Joan Humphrey Lefkow:X; X is
1) 1919-07-15
2) 1946-05-20
3) 1919-10-26
4) 1944-01-09",1944-01-09,2) 1946-05-20,False
648,"Joan Humphrey Lefkow:(1944-01-09)::Stephon Marbury:X; X is
1) 1935-07-17
2) 1903-06-19
3) 1961-05-06
4) 1977-02-20",1977-02-20,4) 1977-02-20,True
649,"Stephon Marbury:(1977-02-20)::Gian Carlo Menotti:X; X is
1) 1911-07-07
2) 1452-04-15
3) 1965-01-01
4) 1944-09-25",1911-07-07,1) 1911-07-07,True
650,"Gian Carlo Menotti:(1911-07-07)::Bob Franks:X; X is
1) 1927-10-16
2) 1951-09-21
3) 1953-01-22
4) 1926-05-26",1951-09-21,2) 1951-09-21,True
651,"Bob Franks:(1951-09-21)::John Lukacs:X; X is
1) 1991-01-01
2) 1924-01-31
3) 1952-04-24
4) 1963-04-09",1924-01-31,2) 1924-01-31,True
652,"John Lukacs:(1924-01-31)::Shaun Ellis:X; X is
1) 1909-04-13
2) 1974-12-19
3) 1945-01-01
4) 1977-06-24",1977-06-24,2) 1974-12-19,False
653,"Shaun Ellis:(1977-06-24)::Gerald P Garson:X; X is
1) 1941-09-24
2) 1941-04-07
3) 1932-08-03
4) 1923-05-27",1932-08-03,2) 1941-04-07,False
654,"Gerald P Garson:(1932-08-03)::Marin Alsop:X; X is
1) 1956-10-16
2) 1950-02-22
3) 1937-07-06
4) 1948-01-01",1956-10-16,1) 1956-10-16,True
655,"Marin Alsop:(1956-10-16)::Daniel Ortega Saavedra:X; X is
1) 1949-06-29
2) 1937-06-07
3) 1945-03-29
4) 1945-11-11",1945-11-11,2) 1937-06-07,False
656,"Daniel Ortega Saavedra:(1945-11-11)::Dawn Upshaw:X; X is
1) 1944-01-25
2) 1960-07-17
3) 1911-07-07
4) 1954-10-26",1960-07-17,2) 1960-07-17,True
657,"Dawn Upshaw:(1960-07-17)::Kent Conrad:X; X is
1) 1939-01-11
2) 1975-11-18
3) 1958-02-03
4) 1948-03-12",1948-03-12,4) 1948-03-12,True
658,"Kent Conrad:(1948-03-12)::Saeb Erekat:X; X is
1) 1961-03-29
2) 1969-04-15
3) 1955-04-28
4) 1961-03-20",1955-04-28,3) 1955-04-28,True
659,"Saeb Erekat:(1955-04-28)::Nick Zito:X; X is
1) 1934-11-13
2) 1948-02-06
3) 1942-03-29
4) 1929-11-30",1948-02-06,2) 1948-02-06,True
660,"Nick Zito:(1948-02-06)::Dick Cavett:X; X is
1) 1936-11-19
2) 1942-03-29
3) 1964-11-16
4) 1862-08-22",1936-11-19,1) 1936-11-19,True
661,"Dick Cavett:(1936-11-19)::Silvio Berlusconi:X; X is
1) 1927-07-18
2) 1977-04-21
3) 1936-09-29
4) 1939-10-06",1936-09-29,1) 1927-07-18,False
662,"Silvio Berlusconi:(1936-09-29)::Ossie Davis:X; X is
1) 1917-12-18
2) 1969-04-25
3) 1964-12-10
4) 1955-01-30",1917-12-18,1) 1917-12-18,True
663,"Ossie Davis:(1917-12-18)::Charlie Rose:X; X is
1) 1944-08-07
2) 1960-12-03
3) 1965-07-26
4) 1942-01-05",1942-01-05,1) 1944-08-07,False
664,"Charlie Rose:(1942-01-05)::Julie Krone:X; X is
1) 1951-04-30
2) 1963-07-24
3) 1939-05-06
4) 1952-10-21",1963-07-24,2) 1963-07-24,True
665,"Julie Krone:(1963-07-24)::Richard C Breeden:X; X is
1) 1920-03-20
2) 1949-12-06
3) 1958-11-22
4) 1939-03-08",1949-12-06,2) 1949-12-06,True
666,"Richard C Breeden:(1949-12-06)::Jake Plummer:X; X is
1) 1950-11-03
2) 1952-05-14
3) 1980-09-13
4) 1974-12-19",1974-12-19,4) 1974-12-19,True
667,"Jake Plummer:(1974-12-19)::Donald J Boudreaux:X; X is
1) 1958-01-01
2) 1941-09-28
3) 1961-11-04
4) 1944-12-02",1958-01-01,2) 1941-09-28,False
668,"Donald J Boudreaux:(1958-01-01)::Gary Bettman:X; X is
1) 1959-03-27
2) 1952-06-02
3) 1973-03-01
4) 1904-11-17",1952-06-02,2) 1952-06-02,True
669,"Gary Bettman:(1952-06-02)::Bob Woodward:X; X is
1) 1947-04-12
2) 1897-11-08
3) 1960-09-06
4) 1943-03-26",1943-03-26,4) 1943-03-26,True
670,"Bob Woodward:(1943-03-26)::Sugar Ray Leonard:X; X is
1) 1961-02-10
2) 1940-01-28
3) 1956-05-17
4) 1832-11-29",1956-05-17,3) 1956-05-17,True
671,"Sugar Ray Leonard:(1956-05-17)::Woody Harrelson:X; X is
1) 1966-06-25
2) 1968-07-13
3) 1916-05-04
4) 1961-07-23",1961-07-23,4) 1961-07-23,True
672,"Woody Harrelson:(1961-07-23)::Todd Hundley:X; X is
1) 1922-03-12
2) 1958-06-15
3) 1969-05-27
4) 1949-05-11",1969-05-27,3) 1969-05-27,True
673,"Todd Hundley:(1969-05-27)::Sergio Vieira de Mello:X; X is
1) 1948-03-15
2) 1925-06-10
3) 1943-09-23
4) 1974-10-16",1948-03-15,3) 1943-09-23,False
674,"Sergio Vieira de Mello:(1948-03-15)::William J Bratton:X; X is
1) 1919-07-20
2) 1951-03-24
3) 1954-08-17
4) 1947-10-06",1947-10-06,2) 1951-03-24,False
675,"William J Bratton:(1947-10-06)::Uday Hussein:X; X is
1) 1949-05-11
2) 1828-09-09
3) 1964-03-03
4) 1964-06-18",1964-06-18,3) 1964-03-03,False
676,"Uday Hussein:(1964-06-18)::Michael Douglas:X; X is
1) 1977-04-21
2) 1952-12-27
3) 1943-05-10
4) 1944-09-25",1944-09-25,4) 1944-09-25,True
677,"Michael Douglas:(1944-09-25)::Don Chaney:X; X is
1) 1942-04-06
2) 1949-12-04
3) 1946-03-22
4) 1936-08-11",1946-03-22,1) 1942-04-06,False
678,"Don Chaney:(1946-03-22)::Robert K Dornan:X; X is
1) 1838-10-25
2) 1933-04-03
3) 1971-01-16
4) 1951-05-16",1933-04-03,2) 1933-04-03,True
679,"Robert K Dornan:(1933-04-03)::Ben Brantley:X; X is
1) 1954-10-26
2) 1908-07-02
3) 1959-08-09
4) 1904-04-15",1954-10-26,1) 1954-10-26,True
680,"Ben Brantley:(1954-10-26)::Garry Trudeau:X; X is
1) 1913-08-04
2) 1955-04-28
3) 1943-02-03
4) 1948-07-21",1948-07-21,2) 1955-04-28,False
681,"Garry Trudeau:(1948-07-21)::Dick Armey:X; X is
1) 1940-07-07
2) 1949-08-12
3) 1946-09-22
4) 1944-08-25",1940-07-07,2) 1949-08-12,False
682,"Dick Armey:(1940-07-07)::Curt Schilling:X; X is
1) 1966-11-14
2) 1975-03-24
3) 1968-07-13
4) 1969-04-25",1966-11-14,1) 1966-11-14,True
683,"Curt Schilling:(1966-11-14)::Jose Carreras:X; X is
1) 1931-10-20
2) 1946-12-05
3) 1948-03-16
4) 1952-09-25",1946-12-05,2) 1946-12-05,True
684,"Jose Carreras:(1946-12-05)::Patti Smith:X; X is
1) 1946-12-30
2) 1822-04-27
3) 1986-08-21
4) 1961-06-09",1946-12-30,1) 1946-12-30,True
685,"Patti Smith:(1946-12-30)::Paul Rudnick:X; X is
1) 1913-08-04
2) 1957-12-29
3) 1934-11-24
4) 1944-08-12",1957-12-29,2) 1957-12-29,True
686,"Paul Rudnick:(1957-12-29)::Ann Patchett:X; X is
1) 1961-11-04
2) 1942-03-22
3) 1963-12-02
4) 1945-06-19",1963-12-02,1) 1961-11-04,False
687,"Ann Patchett:(1963-12-02)::Abdul Aziz al- Hakim:X; X is
1) 1953-01-01
2) 1939-08-07
3) 1963-06-09
4) 1934-02-27",1953-01-01,3) 1963-06-09,False
688,"Abdul Aziz al- Hakim:(1953-01-01)::Albert Shanker:X; X is
1) 1924-01-31
2) 1951-12-28
3) 1931-06-02
4) 1928-09-14",1928-09-14,1) 1924-01-31,False
689,"Albert Shanker:(1928-09-14)::Don Zimmer:X; X is
1) 1935-09-02
2) 1933-08-11
3) 1931-01-17
4) 1942-04-06",1931-01-17,2) 1933-08-11,False
690,"Don Zimmer:(1931-01-17)::Harry Macklowe:X; X is
1) 1956-05-15
2) 1812-02-07
3) 1937-01-01
4) 1940-03-24",1937-01-01,3) 1937-01-01,True
691,"Harry Macklowe:(1937-01-01)::Moshe Katsav:X; X is
1) 1950-04-11
2) 1945-12-05
3) 1906-03-19
4) 1944-08-12",1945-12-05,2) 1945-12-05,True
692,"Moshe Katsav:(1945-12-05)::William Joppy:X; X is
1) 1970-09-11
2) 1982-03-02
3) 1943-05-31
4) 1917-05-29",1970-09-11,1) 1970-09-11,True
693,"William Joppy:(1970-09-11)::Jerome Robbins:X; X is
1) 1926-04-09
2) 1918-10-11
3) 1933-03-28
4) 1973-07-22",1918-10-11,2) 1918-10-11,True
694,"Jerome Robbins:(1918-10-11)::Anatoly Karpov:X; X is
1) 1980-06-17
2) 1951-05-23
3) 1956-03-13
4) 1933-09-23",1951-05-23,2) 1951-05-23,True
695,"Anatoly Karpov:(1951-05-23)::Bryan Cox:X; X is
1) 1968-02-17
2) 1940-07-07
3) 1922-10-27
4) 1955-05-26",1968-02-17,1) 1968-02-17,True
696,"Bryan Cox:(1968-02-17)::Joseph C 4TH Wilson:X; X is
1) 1950-10-27
2) 1937-11-20
3) 1951-03-22
4) 1949-11-06",1949-11-06,3) 1951-03-22,False
697,"Joseph C 4TH Wilson:(1949-11-06)::Dickinson R Debevoise:X; X is
1) 1950-02-22
2) 1955-05-26
3) 1950-10-31
4) 1924-04-23",1924-04-23,4) 1924-04-23,True
698,"Dickinson R Debevoise:(1924-04-23)::Yasuo Hamanaka:X; X is
1) 1950-01-01
2) 1949-05-09
3) 1452-04-15
4) 1966-11-14",1950-01-01,2) 1949-05-09,False
699,"Yasuo Hamanaka:(1950-01-01)::Jean-Pierre Raffarin:X; X is
1) 1948-08-03
2) 1930-06-28
3) 1928-06-03
4) 1968-08-05",1948-08-03,1) 1948-08-03,True
700,"Jean-Pierre Raffarin:(1948-08-03)::Gary Locke:X; X is
1) 1950-01-21
2) 1944-04-27
3) 1959-03-27
4) 1935-09-16",1950-01-21,1) 1950-01-21,True
701,"Gary Locke:(1950-01-21)::Pat Metheny:X; X is
1) 1706-01-17
2) 1956-09-11
3) 1950-04-04
4) 1954-08-12",1954-08-12,2) 1956-09-11,False
702,"Pat Metheny:(1954-08-12)::Rickey Henderson:X; X is
1) 1971-04-29
2) 1941-10-25
3) 1958-12-25
4) 1942-05-14",1958-12-25,3) 1958-12-25,True
703,"Rickey Henderson:(1958-12-25)::T J Rodgers:X; X is
1) 1960-06-30
2) 1948-03-15
3) 1884-02-12
4) 1971-09-13",1948-03-15,2) 1948-03-15,True
704,"T J Rodgers:(1948-03-15)::Norma Holloway Johnson:X; X is
1) 1966-11-14
2) 1932-07-28
3) 1961-03-20
4) 1948-02-05",1932-07-28,2) 1932-07-28,True
705,"Norma Holloway Johnson:(1932-07-28)::Owen Wilson:X; X is
1) 1933-02-26
2) 1968-11-18
3) 1920-10-31
4) 1937-09-14",1968-11-18,2) 1968-11-18,True
706,"Owen Wilson:(1968-11-18)::Thomas Eakins:X; X is
1) 1749-08-28
2) 1961-01-01
3) 1844-07-25
4) 1964-01-01",1844-07-25,3) 1844-07-25,True
707,"Thomas Eakins:(1844-07-25)::Herbie Hancock:X; X is
1) 1948-01-01
2) 1940-04-12
3) 1971-12-24
4) 1971-12-04",1940-04-12,2) 1940-04-12,True
708,"Herbie Hancock:(1940-04-12)::Gerald Cardinale:X; X is
1) 1934-02-27
2) 1947-11-13
3) 1926-01-06
4) 1934-10-24",1934-02-27,The question is not clear because there is no publicly recognized person named Gerald Cardinale. The correct birthdate cannot be chosen without specific information.,False
709,"Gerald Cardinale:(1934-02-27)::Jeremiah A Jr Wright:X; X is
1) 1941-10-05
2) 1926-01-06
3) 1953-12-06
4) 1941-09-22",1941-09-22,1) 1941-10-05,False
710,"Jeremiah A Jr Wright:(1941-09-22)::Matt Drudge:X; X is
1) 1937-06-23
2) 1912-07-14
3) 1966-10-27
4) 1933-06-20",1966-10-27,3) 1966-10-27,True
711,"Matt Drudge:(1966-10-27)::Bill Cosby:X; X is
1) 1937-07-12
2) 1961-03-26
3) 1958-05-04
4) 1993-12-06",1937-07-12,1) 1937-07-12,True
712,"Bill Cosby:(1937-07-12)::Richard N Perle:X; X is
1) 1941-09-16
2) 1907-09-04
3) 1932-03-18
4) 1969-01-01",1941-09-16,1) 1941-09-16,True
713,"Richard N Perle:(1941-09-16)::Douglas R Forrester:X; X is
1) 1942-04-04
2) 1941-01-01
3) 1953-01-24
4) 1981-08-08",1953-01-24,3) 1953-01-24,True
714,"Douglas R Forrester:(1953-01-24)::Jan Vermeer:X; X is
1) 1964-03-09
2) 1967-08-20
3) 1632-10-31
4) 1936-02-25",1632-10-31,3) 1632-10-31,True
715,"Jan Vermeer:(1632-10-31)::John R Silber:X; X is
1) 1985-12-08
2) 1926-08-15
3) 1945-04-12
4) 1941-01-01",1926-08-15,2) 1926-08-15,True
716,"John R Silber:(1926-08-15)::Sari Nusseibeh:X; X is
1) 1960-08-04
2) 1911-11-27
3) 1931-02-06
4) 1949-01-01",1949-01-01,4) 1949-01-01,True
717,"Sari Nusseibeh:(1949-01-01)::Stella McCartney:X; X is
1) 1971-09-13
2) 1931-10-24
3) 1949-06-19
4) 1971-12-24",1971-09-13,1) 1971-09-13,True
718,"Stella McCartney:(1971-09-13)::Michael Chertoff:X; X is
1) 1971-11-11
2) 1912-07-14
3) 1953-11-28
4) 1940-01-28",1953-11-28,3) 1953-11-28,True
719,"Michael Chertoff:(1953-11-28)::Sam Raimi:X; X is
1) 1926-08-03
2) 1929-04-01
3) 1959-10-23
4) 1950-01-20",1959-10-23,3) 1959-10-23,True
720,"Sam Raimi:(1959-10-23)::Erik Williams:X; X is
1) 1973-04-14
2) 1938-11-02
3) 1959-07-13
4) 1968-09-07",1968-09-07,1) 1973-04-14,False
721,"Erik Williams:(1968-09-07)::William C McCool:X; X is
1) 1918-01-26
2) 1950-01-20
3) 1981-06-18
4) 1961-09-23",1961-09-23,2) 1950-01-20,False
722,"William C McCool:(1961-09-23)::Sylvester Stallone:X; X is
1) 1962-03-01
2) 1948-07-21
3) 1987-11-03
4) 1946-07-06",1946-07-06,4) 1946-07-06,True
723,"Sylvester Stallone:(1946-07-06)::Jeffrey K Skilling:X; X is
1) 1953-11-25
2) 1955-07-26
3) 1956-01-20
4) 1931-11-05",1953-11-25,1) 1953-11-25,True
724,"Jeffrey K Skilling:(1953-11-25)::Juliette Binoche:X; X is
1) 1956-05-17
2) 1959-10-05
3) 1964-03-09
4) 1977-04-21",1964-03-09,3) 1964-03-09,True
725,"Juliette Binoche:(1964-03-09)::James G Roche:X; X is
1) 1939-12-16
2) 1961-11-02
3) 1947-07-28
4) 1970-11-06",1939-12-16,1) 1939-12-16,True
726,"James G Roche:(1939-12-16)::Joshua Redman:X; X is
1) 1950-06-18
2) 1941-06-12
3) 1954-08-23
4) 1969-02-01",1969-02-01,4) 1969-02-01,True
727,"Joshua Redman:(1969-02-01)::Justin Gatlin:X; X is
1) 1952-11-06
2) 1972-07-07
3) 1947-02-10
4) 1982-02-10",1982-02-10,2) 1972-07-07,False
728,"Justin Gatlin:(1982-02-10)::Demi Moore:X; X is
1) 1936-11-19
2) 1943-03-31
3) 1962-11-11
4) 1912-08-23",1962-11-11,3) 1962-11-11,True
729,"Demi Moore:(1962-11-11)::Bertie Ahern:X; X is
1) 1945-10-14
2) 1933-09-10
3) 1964-09-10
4) 1951-09-12",1951-09-12,1) 1945-10-14,False
730,"Bertie Ahern:(1951-09-12)::Troy Aikman:X; X is
1) 1947-06-01
2) 1941-07-18
3) 1966-11-21
4) 1932-06-14",1966-11-21,3) 1966-11-21,True
731,"Troy Aikman:(1966-11-21)::Todd Solondz:X; X is
1) 1954-10-29
2) 1973-02-04
3) 1964-09-02
4) 1959-10-15",1959-10-15,1) 1959-10-15,True
732,"Todd Solondz:(1959-10-15)::Robert J Eaton:X; X is
1) 1940-01-01
2) 1930-03-22
3) 1970-06-16
4) 1969-09-13",1940-01-01,The text does not provide information on what Robert J Eaton's birth date might be.,False
733,"Robert J Eaton:(1940-01-01)::Paul McCartney:X; X is
1) 1942-06-18
2) 1972-01-28
3) 1934-07-26
4) 1945-08-14",1942-06-18,1) 1942-06-18,True
